two_theta_deg,intensity
1.165999999999985803e+01,3.108078188649177264e+03
1.167999999999985761e+01,3.122364792724858034e+03
1.169999999999985718e+01,3.136753870492475926e+03
1.171999999999985675e+01,3.151246423881818373e+03
1.173999999999985633e+01,3.165843467242198585e+03
1.175999999999985590e+01,3.180546027529057028e+03
1.177999999999985548e+01,3.195355144493867101e+03
1.179999999999985505e+01,3.210271870877396850e+03
1.181999999999985462e+01,3.225297272606403567e+03
1.183999999999985420e+01,3.240432428993833582e+03
1.185999999999985377e+01,3.255678432942594100e+03
1.187999999999985334e+01,3.271036391152966644e+03
1.189999999999985292e+01,3.286507424333755353e+03
1.191999999999985249e+01,3.302092667417218308e+03
1.193999999999985207e+01,3.317793269777890146e+03
1.195999999999985164e+01,3.333610395455350499e+03
1.197999999999985121e+01,3.349545223381044707e+03
1.199999999999985079e+01,3.365598947609217703e+03
1.201999999999985036e+01,3.381772777552065691e+03
1.203999999999984993e+01,3.398067938219185635e+03
1.205999999999984951e+01,3.414485670461410336e+03
1.207999999999984908e+01,3.431027231219131409e+03
1.209999999999984865e+01,3.447693893775191100e+03
1.211999999999984823e+01,3.464486948012459379e+03
1.213999999999984780e+01,3.481407700676169497e+03
1.215999999999984738e+01,3.498457475641138444e+03
1.217999999999984695e+01,3.515637614183962796e+03
1.219999999999984652e+01,3.532949475260304553e+03
1.221999999999984610e+01,3.550394435787358816e+03
1.223999999999984567e+01,3.567973890931643382e+03
1.225999999999984524e+01,3.585689254402205734e+03
1.227999999999984482e+01,3.603541958749356127e+03
1.229999999999984439e+01,3.621533455669078648e+03
1.231999999999984396e+01,3.639665216313213932e+03
1.233999999999984354e+01,3.657938731605549037e+03
1.235999999999984311e+01,3.676355512563953653e+03
1.237999999999984269e+01,3.694917090628679034e+03
1.239999999999984226e+01,3.713625017996965198e+03
1.241999999999984183e+01,3.732480867964100980e+03
1.243999999999984141e+01,3.751486235271062469e+03
1.245999999999984098e+01,3.770642736458895797e+03
1.247999999999984055e+01,3.789952010229975713e+03
1.249999999999984013e+01,3.809415717816316828e+03
1.251999999999983970e+01,3.829035543355064419e+03
1.253999999999983928e+01,3.848813194271359862e+03
1.255999999999983885e+01,3.868750401668720770e+03
1.257999999999983842e+01,3.888848920727119548e+03
1.259999999999983800e+01,3.909110531108925898e+03
1.261999999999983757e+01,3.929537037372906070e+03
1.263999999999983714e+01,3.950130269396444419e+03
1.265999999999983672e+01,3.970892082806188682e+03
1.267999999999983629e+01,3.991824359417308642e+03
1.269999999999983586e+01,4.012929007681560506e+03
1.271999999999983544e+01,4.034207963144372570e+03
1.273999999999983501e+01,4.055663188911144971e+03
1.275999999999983459e+01,4.077296676122992722e+03
1.277999999999983416e+01,4.099110444442141670e+03
1.279999999999983373e+01,4.121106542547203389e+03
1.281999999999983331e+01,4.143287048638568194e+03
1.283999999999983288e+01,4.165654070954142298e+03
1.285999999999983245e+01,4.188209748295688769e+03
1.287999999999983203e+01,4.210956250565995106e+03
1.289999999999983160e+01,4.233895779317163942e+03
1.291999999999983118e+01,4.257030568310246053e+03
1.293999999999983075e+01,4.280362884086533995e+03
1.295999999999983032e+01,4.303895026550741932e+03
1.297999999999982990e+01,4.327629329566413617e+03
1.299999999999982947e+01,4.351568161563798640e+03
1.301999999999982904e+01,4.375713926160540723e+03
1.303999999999982862e+01,4.400069062795462742e+03
1.305999999999982819e+01,4.424636047375774979e+03
1.307999999999982776e+01,4.449417392938040393e+03
1.309999999999982734e+01,4.474415650323211594e+03
1.311999999999982691e+01,4.499633408866108766e+03
1.313999999999982649e+01,4.525073297099681440e+03
1.315999999999982606e+01,4.550737983474422435e+03
1.317999999999982563e+01,4.576630177093303246e+03
1.319999999999982521e+01,4.602752628462609209e+03
1.321999999999982478e+01,4.629108130259114660e+03
1.323999999999982435e+01,4.655699518113927297e+03
1.325999999999982393e+01,4.682529671413505639e+03
1.327999999999982350e+01,4.709601514118205159e+03
1.329999999999982307e+01,4.736918015598859711e+03
1.331999999999982265e+01,4.764482191491803860e+03
1.333999999999982222e+01,4.792297104572838180e+03
1.335999999999982180e+01,4.820365865650594969e+03
