two_theta_deg,intensity
2.909999999999980602e+01,3.185837497659371707e+02
2.911999999999980560e+01,3.194079365735400984e+02
2.913999999999980517e+01,3.202354437547633665e+02
2.915999999999980474e+01,3.210662895028920047e+02
2.917999999999980432e+01,3.219004921373420416e+02
2.919999999999980389e+01,3.227380701047192701e+02
2.921999999999980346e+01,3.235790419798869380e+02
2.923999999999980304e+01,3.244234264670447487e+02
2.925999999999980261e+01,3.252712424008188918e+02
2.927999999999980218e+01,3.261225087473617350e+02
2.929999999999980176e+01,3.269772446054632837e+02
2.931999999999980133e+01,3.278354692076733841e+02
2.933999999999980091e+01,3.286972019214354646e+02
2.935999999999980048e+01,3.295624622502305670e+02
2.937999999999980005e+01,3.304312698347336550e+02
2.939999999999979963e+01,3.313036444539813488e+02
2.941999999999979920e+01,3.321796060265506298e+02
2.943999999999979877e+01,3.330591746117506773e+02
2.945999999999979835e+01,3.339423704108251059e+02
2.947999999999979792e+01,3.348292137681671647e+02
2.949999999999979750e+01,3.357197251725471574e+02
2.951999999999979707e+01,3.366139252583516281e+02
2.953999999999979664e+01,3.375118348068359637e+02
2.955999999999979622e+01,3.384134747473885909e+02
2.957999999999979579e+01,3.393188661588084756e+02
2.959999999999979536e+01,3.402280302705959230e+02
2.961999999999979494e+01,3.411409884642554289e+02
2.963999999999979451e+01,3.420577622746129123e+02
2.965999999999979408e+01,3.429783733911457375e+02
2.967999999999979366e+01,3.439028436593256401e+02
2.969999999999979323e+01,3.448311950819772278e+02
2.971999999999979281e+01,3.457634498206481339e+02
2.973999999999979238e+01,3.466996301969946899e+02
2.975999999999979195e+01,3.476397586941810687e+02
2.977999999999979153e+01,3.485838579582934926e+02
2.979999999999979110e+01,3.495319507997678556e+02
2.981999999999979067e+01,3.504840601948328640e+02
2.983999999999979025e+01,3.514402092869682974e+02
2.985999999999978982e+01,3.524004213883771399e+02
2.987999999999978940e+01,3.533647199814743090e+02
2.989999999999978897e+01,3.543331287203895386e+02
2.991999999999978854e+01,3.553056714324869176e+02
2.993999999999978812e+01,3.562823721198995486e+02
2.995999999999978769e+01,3.572632549610798947e+02
2.997999999999978726e+01,3.582483443123674078e+02
2.999999999999978684e+01,3.592376647095715612e+02
3.001999999999978641e+01,3.602312408695712520e+02
3.003999999999978598e+01,3.612290976919316563e+02
3.005999999999978556e+01,3.622312602605377947e+02
3.007999999999978513e+01,3.632377538452448107e+02
3.009999999999978471e+01,3.642486039035463818e+02
3.011999999999978428e+01,3.652638360822595018e+02
3.013999999999978385e+01,3.662834762192284757e+02
3.015999999999978343e+01,3.673075503450455699e+02
3.017999999999978300e+01,3.683360846847909329e+02
3.019999999999978257e+01,3.693691056597900797e+02
3.021999999999978215e+01,3.704066398893905898e+02
3.023999999999978172e+01,3.714487141927573361e+02
3.025999999999978129e+01,3.724953555906872111e+02
3.027999999999978087e+01,3.735465913074422701e+02
3.029999999999978044e+01,3.746024487726041343e+02
3.031999999999978002e+01,3.756629556229461286e+02
3.033999999999977959e+01,3.767281397043271340e+02
3.035999999999977916e+01,3.777980290736049369e+02
3.037999999999977874e+01,3.788726520005701559e+02
3.039999999999977831e+01,3.799520369699012576e+02
